time,x,y,computation_time_ms
1747636324.9694357,2.370470781438956,-6.890203853852505,4.660606384277344
1747636324.994584,2.3449470651636535,-6.89899715853148,9.436607360839844
1747636325.0139933,2.324425791215862,-6.907842261486323,5.168437957763672
1747636325.0369618,2.2965520793766494,-6.912405123536863,6.276369094848633
1747636325.0594685,2.2544730274796385,-6.922629037559729,4.915475845336914
1747636325.0787568,2.238457901096367,-6.924330503931041,5.034923553466797
1747636325.1078823,2.1959050354649405,-6.9441889469728615,5.288839340209961
1747636325.1369905,2.1638407519216076,-6.951223384445723,11.430978775024414
1747636325.1619968,2.111505617905406,-6.962079617472482,8.09168815612793
1747636325.1820207,2.0935794787751414,-6.96401039378042,4.690647125244141
1747636325.2039871,2.0539570925742137,-6.9702236638232264,4.657506942749023
1747636325.2266133,2.037311196372279,-6.969879113512215,6.882667541503906
1747636325.245137,1.9925262215245485,-6.9804069758423655,4.04047966003418
1747636325.2698867,1.9811226284365797,-6.985842727083624,11.388540267944336
1747636325.2877314,1.930975932518462,-6.990940356155483,3.6945343017578125
1747636325.31104,1.8946079158409608,-6.9898415373265905,6.989002227783203
1747636325.3347788,1.8601566448515572,-6.991699955898752,4.903554916381836
1747636325.3571403,1.8110324458672196,-6.995155325688328,6.577730178833008
1747636325.3746948,1.7784205343700814,-6.99788566318073,4.9800872802734375
1747636325.3924875,1.7581953881871795,-6.9940899351717345,4.777669906616211
1747636325.4121482,1.723569853138466,-6.990029175135605,5.857229232788086
1747636325.4291856,1.68867961836598,-6.993329780574,3.7658214569091797
1747636325.4508626,1.6419744348969485,-6.987917683621179,6.245851516723633
1747636325.4662454,1.6076032368480297,-6.985923999377437,4.751920700073242
1747636325.4888806,1.5622946779807287,-6.983085525425469,5.455255508422852
1747636325.5127916,1.5265063638218412,-6.9829373056248984,8.196830749511719
1747636325.5378458,1.4675410164372884,-6.980355051548675,3.5750865936279297
1747636325.55686,1.4283735736116174,-6.980256792001535,4.684209823608398
1747636325.5810807,1.3900248972208602,-6.983064306926395,9.10186767578125
1747636325.6117382,1.3240280639320843,-6.975846575981687,5.557060241699219
1747636325.6346204,1.2782338302497893,-6.971136186340641,9.865045547485352
1747636325.6539218,1.2328851083845147,-6.968478440159912,6.730556488037109
1747636325.6752243,1.1948898488716058,-6.968377690931389,6.165266036987305
1747636325.6956637,1.1303425100213325,-6.9655818279434465,5.295515060424805
1747636325.7169127,1.0787374323422856,-6.967330303303374,4.447221755981445
1747636325.7355256,1.0359023416621094,-6.958981550976947,6.078004837036133
1747636325.7661998,0.9923268423285927,-6.958536108961346,6.987571716308594
1747636325.7921026,0.9181174690274536,-6.95282801004355,8.364677429199219
1747636325.814647,0.8315790398740877,-6.952311950565377,4.3926239013671875
1747636325.8327832,0.8022911989850655,-6.95018575841348,7.171869277954102
1747636325.8531845,0.7607476528494983,-6.948526746577777,4.851102828979492
1747636325.877375,0.706896995119191,-6.95484395087643,9.52911376953125
1747636325.898794,0.6276864379639333,-6.954152376803929,5.7773590087890625
1747636325.9245305,0.582714704882314,-6.956340872923616,7.348537445068359
1747636325.9490263,0.5045684768079888,-6.961464639053091,4.9495697021484375
1747636325.971754,0.44612483671499564,-6.963017592811996,8.135080337524414
1747636326.001353,0.3785329357109458,-6.97447137244493,5.469322204589844
1747636326.0327158,0.3000242705843564,-6.9850555010251805,8.446216583251953
1747636326.0555358,0.2656100668523736,-6.988404195453889,6.075382232666016
1747636326.0837643,0.20341613039793685,-6.99733365501776,10.459184646606445
1747636326.1093035,0.13379253678083905,-7.012667597775611,10.071992874145508
1747636326.13376,0.06609067769189186,-7.02885477236476,7.126092910766602
1747636326.1606317,-0.006032938196246179,-7.044072143349659,4.030942916870117
1747636326.1848562,-0.06270361785428417,-7.057884508946261,4.642963409423828
1747636326.2086623,-0.12699701605524677,-7.061713291000868,4.295825958251953
1747636326.2311835,-0.1674888612899194,-7.070164961783049,4.687786102294922
1747636326.2506394,-0.21706559295180258,-7.078838184661077,3.631591796875
1747636326.266325,-0.2599413643965728,-7.0852381325734966,3.637552261352539
1747636326.286398,-0.28064550319649567,-7.08949915984539,7.877826690673828
1747636326.3097181,-0.35781136937749686,-7.1098908661172455,4.046201705932617
1747636326.3285017,-0.4066940997757547,-7.122026604562702,3.7384033203125
1747636326.3507886,-0.42702159997135714,-7.1243509752533996,6.73365592956543
