time,x,y,computation_time_ms
1747634874.9131815,0.5398578187452882,0.0793779138813267,4.877567291259766
1747634874.9716434,0.6468584113766674,0.10294885749089358,14.138460159301758
1747634875.0057988,0.7676557936630856,0.12572107011540426,7.179975509643555
1747634875.0396724,0.8344730385729896,0.11991667770778223,9.15980339050293
1747634875.0624888,0.8970061804008481,0.12305980144624178,3.5719871520996094
1747634875.106202,0.9758526593643759,0.1268383507207817,12.421131134033203
1747634875.1397057,1.0640284014347952,0.12765369215079433,6.463766098022461
1747634875.1783996,1.1113007609640086,0.12631834830093253,12.603759765625
1747634875.2148232,1.1738699980812397,0.11479304859028171,13.661623001098633
1747634875.2491608,1.254246875509884,0.10926645955712012,7.32111930847168
1747634875.2764528,1.3292277777208779,0.1012604404862173,4.517316818237305
1747634875.317745,1.3651613006009247,0.09272782811737926,15.505313873291016
1747634875.3374162,1.4223826482732989,0.08242304930360655,6.605386734008789
1747634875.360983,1.4730581965838503,0.06931047333931258,4.490375518798828
1747634875.3877168,1.4971147179583129,0.06304403046160602,6.768226623535156
1747634875.4123297,1.5139342537199671,0.06043087546410336,13.257741928100586
1747634875.440031,1.5752520861744745,0.04581413121182862,3.432035446166992
1747634875.475176,1.6155639013845349,0.03029655240932983,10.467767715454102
1747634875.4964309,1.6352431607521791,0.02060381290112592,4.695415496826172
1747634875.5241733,1.6894655913267582,0.003205759783148213,4.193305969238281
1747634875.5422928,1.7014004459260985,0.0013492418056412561,6.181001663208008
1747634875.5807602,1.7584231519869418,-0.018766471821784914,4.541873931884766
1747634875.6020045,1.7895247246872972,-0.028987527733334816,5.676031112670898
1747634875.640827,1.8269956891982233,-0.04790932432345117,13.58485221862793
1747634875.659894,1.8534655533918052,-0.062164271016550025,4.374980926513672
1747634875.7014592,1.9010518632678235,-0.08313788380236074,8.610010147094727
1747634875.7284772,1.9340511727876515,-0.09688448055898417,12.913703918457031
1747634875.7608123,1.977963869715159,-0.11745319443198353,11.463642120361328
1747634875.7893865,2.013607500266268,-0.14463228527395985,6.32476806640625
1747634875.8253095,2.0441109236014023,-0.16039123064200497,11.944770812988281
1747634876.0086172,2.2282189311128158,-0.3077930884255551,22.504568099975586
1747634876.0711381,2.2918580660278236,-0.35767088650850565,12.906789779663086
1747634876.104715,2.3184205549872705,-0.39365645006840516,13.198614120483398
1747634876.137011,2.3472582424101702,-0.41352822869044403,19.030332565307617
1747634876.1881008,2.4231570342450466,-0.49560314760339813,10.921478271484375
1747634876.2263649,2.4623493424483986,-0.5576398390631365,7.339000701904297
1747634876.277811,2.5195105859429208,-0.6342527390410669,10.869264602661133
1747634876.3051472,2.5461004331107002,-0.6743355309218151,9.171724319458008
1747634876.3245444,2.5728247345443327,-0.7317261622077511,5.590200424194336
1747634876.3469276,2.579076158130741,-0.7447320175363551,7.164716720581055
1747634876.3816023,2.6008502831884677,-0.7844066031361782,19.738435745239258
1747634876.4283578,2.6408889417531776,-0.8761826695217422,12.408018112182617
1747634876.4724247,2.674200220461659,-0.9366515735756171,11.433601379394531
1747634876.5129292,2.7023446332509042,-0.9958446688344379,12.511730194091797
1747634876.5570884,2.711832895215844,-1.0256180945707565,26.613712310791016
1747634876.5927906,2.729246522476186,-1.1022993142785087,10.250329971313477
1747634876.6287775,2.7346787838563826,-1.1593810224609082,14.542818069458008
1747634876.6541061,2.750433205904424,-1.2029997461231912,9.764909744262695
