time,x,y,computation_time_ms
1747641537.6580448,3.09286443604796,-4.256203628661161,20.955562591552734
1747641537.7064574,3.1587389447914545,-4.2585720960751345,22.67169952392578
1747641537.7447653,3.176684900314436,-4.244170733585325,11.38162612915039
1747641537.7767978,3.2868031770563406,-6.2809946096381335,10.451078414916992
1747641537.8150733,3.238504696047927,-6.272388899458124,7.988452911376953
1747641537.8476846,3.2849081318844524,-6.274183952577214,7.234096527099609
1747641537.8827662,3.289388092916551,-6.266868363291423,9.073257446289062
1747641537.9244409,3.2910427238134683,-6.248652423569163,13.957738876342773
1747641538.0930507,3.293300398850257,-6.238379469851937,19.474506378173828
1747641538.1118412,3.293185557614647,-6.22739970178826,6.145477294921875
1747641538.1449857,3.293586258750698,-6.221602741967407,7.999658584594727
1747641538.1737645,3.2933775962101377,-6.224825958192058,16.82257652282715
1747641538.1884851,3.29479978268234,-6.219689816756582,5.7621002197265625
1747641538.2062757,3.293468195193587,-6.2180668850249985,8.895397186279297
1747641538.2231922,3.2937148118875705,-6.218986256919776,7.476091384887695
1747641538.2526288,3.2902611248356677,-6.221332403950481,11.436939239501953
1747641538.2841294,3.292802851558588,-6.2194333788147675,7.007837295532227
1747641538.3352065,3.294797676010783,-6.219342813617164,27.257442474365234
1747641538.3869298,3.2947848329870157,-6.219147916445844,23.180723190307617
1747641538.420064,3.2935588692845137,-6.216737827389601,7.773160934448242
1747641538.445225,3.29585947624679,-6.216527553609694,10.330677032470703
1747641538.4665148,3.2906315635853955,-6.217488380009844,5.968570709228516
1747641538.4924052,3.294101324529116,-6.21412309700872,8.600234985351562
1747641538.5170648,3.29440784401361,-6.219186629073999,5.218505859375
1747641538.5431168,3.293395772032126,-6.217615797199995,13.323307037353516
1747641538.5648155,3.293175496295771,-6.218595827817212,10.577678680419922
1747641538.5914955,3.2951164263542627,-6.217343088452622,9.131193161010742
1747641538.637363,3.291791666801539,-6.218643773391576,28.261661529541016
1747641538.699511,3.29445090346114,-6.217515325895311,16.05510711669922
1747641538.7362945,3.29284908007995,-6.220264622765353,7.401466369628906
1747641538.770483,3.295529379853186,-6.220136897878968,13.640403747558594
1747641538.812364,3.2934251620377366,-6.216788096611566,16.879796981811523
1747641538.8473525,3.2905281310400527,-6.220228918518179,11.790752410888672
1747641538.8736594,3.2917908212860603,-6.220386909146711,7.840394973754883
1747641538.9043791,3.2949054224927887,-6.218057843053391,6.926774978637695
1747641538.9414136,3.292659347932747,-6.217198178761561,13.057231903076172
1747641538.9816751,3.293888384753034,-6.217524835231101,19.25802230834961
1747641539.0168822,3.2952826805770106,-6.216482982836875,11.905908584594727
1747641539.0558407,3.290458193336523,-6.215495223819122,9.385347366333008
1747641539.0947015,3.2949784799091697,-6.217799951862949,12.335538864135742
1747641539.1319692,3.294203125936102,-6.215558310365198,6.57963752746582
1747641539.1888535,3.293137393494501,-6.2146949922298775,16.66569709777832
1747641539.211225,3.2928575859853377,-6.218146948641803,14.522552490234375
1747641539.2333012,3.2944510807681127,-6.219775713261314,14.075517654418945
1747641539.2565937,3.2923351773827636,-6.218723639505748,15.212774276733398
1747641539.2735293,3.293957081468976,-6.21602620879181,9.084701538085938
1747641539.295088,3.2917552508150383,-6.214165903759138,5.431413650512695
1747641539.321509,3.2914966269478723,-6.214000014773395,9.571552276611328
1747641539.3429427,3.294348261467569,-6.217173808900368,8.630037307739258
1747641539.3708138,3.2945720804178733,-6.215229386958867,9.397745132446289
1747641539.4043236,3.295911267388471,-6.212109075459194,9.180068969726562
1747641539.4283316,3.294671124830614,-6.21482668080534,9.354352951049805
1747641539.4528556,3.2966755121975604,-6.214789307362689,11.700868606567383
1747641539.4777668,3.2924985273643945,-6.214369007143635,6.776094436645508
1747641539.5105577,3.2926314358222686,-6.2174925935724925,13.972282409667969
1747641539.5355728,3.295936386864981,-6.217923502226964,11.886119842529297
1747641539.564093,3.2944148781160503,-6.215206204219576,13.570070266723633
1747641539.5902042,3.295264461255623,-6.212133057473268,11.08241081237793
1747641539.613692,3.297800383731949,-6.2127015390800535,8.434057235717773
1747641539.6430848,3.2948944511521296,-6.212745197396248,10.888099670410156
1747641539.6805875,3.2954520266292637,-6.219712801486294,11.240720748901367
1747641539.7038822,3.294878249829619,-6.220284123480046,11.272907257080078
1747641539.7294738,3.296143985475018,-6.217804818205198,12.368202209472656
1747641539.7613778,3.2944360061767566,-6.216897100441297,14.324665069580078
1747641539.7824667,3.294351649681615,-6.217798556729429,9.541511535644531
1747641539.81147,3.2913006813868884,-6.218440380028084,12.670278549194336
1747641539.8329701,3.29229579049883,-6.218189501980789,11.967658996582031
1747641539.851129,3.2913662594563324,-6.220453574243673,9.736061096191406
1747641539.8762307,3.2934214602376506,-6.219303686416195,6.230831146240234
1747641539.9004393,3.2936439698912054,-6.218092424175541,9.641647338867188
1747641539.9278677,3.2931941263880287,-6.219330839347561,7.591962814331055
1747641539.9540994,3.291378430097893,-6.2207146823816215,8.530378341674805
1747641539.9835243,3.292317633829692,-6.216689580494502,13.161182403564453
1747641540.0076292,3.2951009571218473,-6.217123979661394,9.877204895019531
1747641540.0363853,3.293298644487543,-6.216351863553702,9.961128234863281
1747641540.0597346,3.296201254522142,-6.216474188656199,7.113456726074219
1747641540.078397,3.29400827648419,-6.2162981338386105,8.145570755004883
1747641540.0998037,3.2972678850160015,-6.217719679372918,9.999990463256836
1747641540.1315572,3.2923293025451854,-6.21804937862507,5.598306655883789
1747641540.1702194,3.295519597958753,-6.216586091836122,17.60268211364746
1747641540.1957893,3.2939956428802866,-6.218165748460818,7.758617401123047
1747641540.2263694,3.2915495636618957,-6.2174178873668104,10.79106330871582
1747641540.2535691,3.2934030125732567,-6.217215495644013,10.131120681762695
1747641540.274062,3.2950988024368595,-6.215078385776088,5.694866180419922
1747641540.3051434,3.2948681911599107,-6.218408194993309,5.946636199951172
