time,x_tf,y_tf,x_pf,y_pf
1747291683.015382290,4.119224087544182,0.80982284597173,3.98391940750621,0.8303714296164931
1747291683.029739857,4.128741879409309,0.8067556557208567,4.04252476693343,0.8121574461689572
1747291683.041467428,4.133500782045188,0.8052220584352187,4.072993133518872,0.8042646541970011
1747291683.056241989,4.1382596888677785,0.8036884598003773,4.10768845357963,0.7909876868127156
1747291683.063934803,4.143018599678001,0.8021548598804871,4.125596112673574,0.7890662877720644
1747291683.074362278,4.147777514286243,0.8006212587366522,4.1401994776178865,0.7878958970560427
1747291683.103234529,4.157295354182994,0.7975540530071754,4.136577875059506,0.7843570786474838
1747291683.129068613,4.166813207213878,0.7944868430451105,4.15040189082527,0.7764284290817349
1747291683.167148829,4.181090008750609,0.7898860210154169,4.165408886817968,0.7658592644695433
1747291683.195535898,4.19536683347326,0.7852851915138616,4.17615730034727,0.7616462927005234
1747291683.242181778,4.21440263045092,0.779150742291305,4.207349056028053,0.7659310425912941
1747291683.284600258,4.238197417314924,0.771482667665898,4.235723241512725,0.7629095652415369
1747291683.313004732,4.24771534262134,0.7684154344124224,4.2433140685472726,0.7454320676361124
1747291683.361518860,4.276269147881343,0.759213725196684,4.2481049323109925,0.7505531403922908
1747291683.382016182,4.285787091282943,0.7561464861118795,4.271141641029337,0.7459148568698586
1747291683.395163298,4.285787091282943,0.7561464861118795,4.2811462982465205,0.7401255704153645
1747291683.419712543,4.290546064326761,0.7546128661366782,4.2843258418860755,0.7390497166817949
1747291683.454795122,4.309581964500698,0.7484783836582343,4.293495204472582,0.7365973741247656
1747291683.480951071,4.319099918873259,0.7454111410379434,4.296885108137149,0.7338135251208872
1747291683.513037682,4.328617875752136,0.7423438976099705,4.306010545623561,0.7258994374665347
1747291683.553744793,4.347653796119705,0.7362094086239553,4.318742438710286,0.7185501997855254
1747291683.572005749,4.35717175920583,0.7331421631956435,4.336136538312381,0.7171181173779765
1747291683.597126245,4.366689723989312,0.7300749172203437,4.35476779195088,0.7151538491126159
1747291683.621338606,4.376206698170806,0.7270045951485106,4.355459336918541,0.7144686118178173
1747291683.652448416,4.380963320047176,0.7254636630519788,4.371289510177074,0.7105178847552993
1747291683.861216784,4.4562986439201655,0.6985933665732157,4.433154599451163,0.6861611296037533
1747291683.913632870,4.470193308420575,0.6929423301157221,4.448910039344614,0.680088178632858
1747291683.952053547,4.479411006942338,0.6890650638305053,4.466375468253401,0.675505863695182
1747291683.979294777,4.484005848927015,0.6870934262184366,4.478557077440984,0.6670723255431479
1747291684.012078285,4.488591448854851,0.6851003877749919,4.472117775477901,0.6659939026922062
1747291684.035843372,4.497733805244614,0.6810486599098288,4.488503874486446,0.6629024238991635
1747291684.059438944,4.5068372506411745,0.6769102460551168,4.504673352051685,0.6585199925029548
1747291684.088150501,4.515900963091236,0.6726855198573554,4.5047638049855125,0.648254020337019
1747291684.117007256,4.5204175679724665,0.6705407083968346,4.525716935974412,0.6465210597429182
1747291684.143100977,4.5339059193672,0.6639786639474321,4.5286835354476365,0.6489071269487432
1747291684.174447775,4.551742171587734,0.6549312365798157,4.528406300703168,0.637225142838878
1747291684.195759535,4.565004666379645,0.6479239316198693,4.53663343890375,0.6305936485917394
1747291684.219475031,4.569403278237083,0.6455465051437789,4.563448318948087,0.6333188173354672
1747291684.247025967,4.578166156241091,0.6407287047996821,4.567640339425393,0.623486818728433
1747291684.277045488,4.599888661963763,0.6283547613623283,4.587028099129499,0.611269690733602
1747291684.304931879,4.612838838089925,0.6207855881100544,4.597347772194752,0.6087530925211534
1747291684.349168301,4.630075438618799,0.6106416496439016,4.615307499169378,0.5956985161114168
1747291684.378061533,4.638692919649922,0.6055682876482075,4.617263952887462,0.589528513931509
1747291684.409517050,4.647310400756004,0.6004949256083828,4.62073209078493,0.5888735837168037
1747291684.444365025,4.651619141334955,0.5979582445732171,4.649798584447397,0.5845477367258259
1747291684.456161022,4.655927881930086,0.5954215635285246,4.653335976038434,0.5817110308777868
1747291684.483673573,4.668854103805061,0.5878115203417092,4.658784537102664,0.5752957505898667
1747291684.506210089,4.681780325800078,0.580201477084222,4.673232988353459,0.5667590866339829
1747291684.545801401,4.690397807188624,0.5751281148781029,4.6780303312727805,0.5590554285799955
1747291684.583098173,4.711941510834375,0.5624447092601386,4.70188888803052,0.5454768816686144
1747291684.614293575,4.720558992352948,0.5573713469774685,4.714770920214323,0.5450807949337299
1747291684.649110079,4.742102696273378,0.5446879411977932,4.727457665715682,0.538391188446993
1747291684.682413340,4.759337659516555,0.5345412165111565,4.744092038004736,0.5264713043102959
1747291684.718781233,4.772263882000142,0.5269311729660335,4.764071389918483,0.509395121278594
1747291684.748478413,4.780881363676909,0.52185781059023,4.775812714705297,0.4998861830837292
1747291684.789067745,4.793807586219779,0.5142477670102061,4.79279210251336,0.49681730211368624
1747291684.824137211,4.815351290520852,0.501564361006434,4.797199725201298,0.48879572219327067
1747291684.847953081,4.823968772260004,0.4964909985939034,4.810376025118124,0.4838350043719649
1747291684.867321968,4.828277513133095,0.49395431738556844,4.823490674340973,0.4788650935255819
1747291684.892217636,4.8455124766463955,0.48380759253990246,4.8339802845709015,0.46719465183147557
1747291684.938289165,4.8670561810781745,0.4711241864591809,4.850130332384197,0.45909234791816506
1747291684.966309071,4.8756736628613195,0.46605082402074965,4.8580708377844655,0.4518016548161559
1747291684.986995697,4.884291144649607,0.46097746157929104,4.868855785272382,0.4539478419549636
1747291685.020177126,4.897217367340647,0.45336741791203455,4.889889196180378,0.444961292750519
1747291685.054268360,4.905834849139797,0.44829405546418083,4.893446943960869,0.43566106509266067
1747291685.083960056,4.918761071845271,0.4406840117884275,4.902922973691618,0.42673579685208946
1747291685.115631819,4.927378553652935,0.4356106493355612,4.913570105184132,0.415786431768998
1747291685.135925770,4.935996035463465,0.43053728688100773,4.927434058009255,0.4126854898950884
1747291685.172780514,4.948922258184059,0.42292724319635266,4.94183909128142,0.40647126872281053
1747291685.214859486,4.970465962729279,0.4102438370488445,4.959205634149189,0.39424998611086665
1747291685.258526564,4.987700926373534,0.4000971121260817,4.97477290454266,0.38387277998225416
1747291685.305415154,5.0049358900235985,0.3899503871998987,4.990067954486317,0.3749317704687791
1747291685.329296827,5.017862112764333,0.3823403435033855,5.002507268898285,0.37058324828354516
1747291685.363534451,5.030788335507388,0.3747302998055063,5.01361251750865,0.36154233678775133
1747291685.402549505,5.043714558252448,0.3671202561064468,5.030433446347862,0.34889050948139927
1747291685.442243338,5.05664078099924,0.35951021240636744,5.059085925502398,0.3426810696699333
1747291685.482466221,5.082493226497112,0.34429012500368517,5.069779937108911,0.3341964099125206
1747291685.522783756,5.099728190164933,0.3341434000670487,5.078505505103736,0.31921559478888223
1747291685.550985575,5.108345671999477,0.3290700375983576,5.100162530776494,0.31341107803936974
1747291685.568570852,5.11265441291689,0.326533356363929,5.10497413872656,0.30963144567257095
1747291685.614657164,5.125580635669642,0.3189233126603416,5.11967017129297,0.3028125906750334
1747291685.643902779,5.142815599341027,0.30877658772160615,5.133839432273667,0.29105376046360293
1747291685.669635534,5.151433081177109,0.3037032252520093,5.134215851763843,0.2837225739232898
1747291685.686803818,5.155741822095237,0.3011665440171599,5.146391106070106,0.27800360302989124
1747291685.715599537,5.168668044849935,0.2935565003124263,5.1623134135159345,0.2764172418149044
1747291685.732710361,5.168668044849935,0.2935565003124263,5.162228702461193,0.27946612766715195
1747291685.751158237,5.172976785768264,0.29101981907745816,5.1643994509532645,0.2772119431699065
1747291685.786267757,5.181594267605054,0.2859464566074445,5.16737340031905,0.2700869333945638
1747291685.826262951,5.198823688781681,0.27579033145666876,5.1843976968377055,0.26549242632843006
1747291685.853748798,5.211710841774276,0.26811436464579613,5.199103400278783,0.25031845223155813
1747291685.895337820,5.228780834219577,0.25769289997656714,5.214603764060923,0.24323002326050686
